respondent_id,item,question
567,"Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
570,"Swedish products,Swedish production/jobs in Sweden,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
571,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
572,"Biodiversity - animals, plants & ecosystems,Sustainable transport,Swedish products,Healthy/health-promoting products/services","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
573,"Other environmental issues e.g. forest conservation or marine environment,Swedish products,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
574,Working against mental illness,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
575,"Recycling & reuse of materials,Swedish products,Diversity, anti-racism & inclusive societies,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
576,"Climate change,Diversity, anti-racism & inclusive societies,Technical innovations and solutions to sustainability challenges,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
577,"Swedish production/jobs in Sweden,Gender equality & feminism,Diversity, anti-racism & inclusive societies,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
578,"Climate change,Energy efficiency,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
579,"Organic products,Sustainable/environmentally friendly packaging,Good working conditions in factories/production abroad,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
580,"Sustainable transport,Swedish products,Diversity, anti-racism & inclusive societies,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
581,"Recycling & reuse of materials,Swedish production/jobs in Sweden,Healthy/health-promoting products/services,Animal care","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
582,"Climate change,Biodiversity - animals, plants & ecosystems,Diversity, anti-racism & inclusive societies,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
583,"Recycling & reuse of materials,Healthy/health-promoting products/services,Working against mental illness,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
584,"Recycling & reuse of materials,Sustainable transport,Swedish products,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
585,"Organic products,Sustainable/environmentally friendly packaging,Swedish products","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
586,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,Healthy/health-promoting products/services","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
587,"Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
588,"Biodiversity - animals, plants & ecosystems,Organic products,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
589,"Organic products,Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
590,"Recycling & reuse of materials,Healthy/health-promoting products/services,Working against mental illness,Diversity, anti-racism & inclusive societies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
591,"Swedish products,Working against mental illness,Gender equality & feminism,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
592,"Biodiversity - animals, plants & ecosystems,Working against mental illness,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
593,"Working against mental illness,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
594,"Biodiversity - animals, plants & ecosystems,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
595,"Climate change,Recycling & reuse of materials,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
596,"Energy efficiency,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
597,"Climate change,Sustainable/environmentally friendly packaging,Sustainable transport,Energy efficiency","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
598,"Organic products,Recycling & reuse of materials,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
599,"Energy efficiency,Swedish products,Swedish production/jobs in Sweden,Engaging in the local community in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
600,"Sustainable/environmentally friendly packaging,Sustainable transport,Working against mental illness,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
601,"Other environmental issues e.g. forest conservation or marine environment,Working against mental illness,Animal care,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
603,"Engaging in the local community in Sweden,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
605,"Sustainable/environmentally friendly packaging,Sustainable transport,Energy efficiency,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
606,"Energy efficiency,Swedish production/jobs in Sweden,Engaging in the local community in Sweden,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
607,Sustainable transport,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
608,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Good working conditions in Swedish workplaces,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
609,"Sustainable/environmentally friendly packaging,Swedish products,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
610,"Other environmental issues e.g. forest conservation or marine environment,Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Energy efficiency","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
612,"Recycling & reuse of materials,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
613,"Climate change,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
614,"Climate change,Swedish production/jobs in Sweden,Healthy/health-promoting products/services","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
615,"Biodiversity - animals, plants & ecosystems,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
616,"Recycling & reuse of materials,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
617,"Biodiversity - animals, plants & ecosystems,Recycling & reuse of materials,Swedish products,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
618,"Swedish products,Good working conditions in Swedish workplaces,Engaging in the local community in Sweden,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
619,"Climate change,Recycling & reuse of materials,Sustainable transport,Energy efficiency","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
620,"Recycling & reuse of materials,Energy efficiency,Diversity, anti-racism & inclusive societies,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
621,"Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
622,"Sustainable/environmentally friendly packaging,Energy efficiency,Healthy/health-promoting products/services,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
623,"Climate change,Organic products,Recycling & reuse of materials,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
624,"Climate change,Swedish products,Working against mental illness,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
625,"Other environmental issues e.g. forest conservation or marine environment,Healthy/health-promoting products/services,Gender equality & feminism,Make financial investments in sustainable companies","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
626,"Organic products,Sustainable transport,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
627,None of the above,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
628,None of the above,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
629,"Energy efficiency,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
630,"Energy efficiency,Swedish production/jobs in Sweden,Engaging in the local community in Sweden,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
631,"Energy efficiency,Swedish production/jobs in Sweden,Gender equality & feminism,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
632,"Recycling & reuse of materials,Swedish products,Animal care,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
633,"Climate change,Recycling & reuse of materials,Sustainable/environmentally friendly packaging,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
634,"Swedish products,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
635,"Sustainable/environmentally friendly packaging,Swedish production/jobs in Sweden,Good working conditions in factories/production abroad,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
636,"Recycling & reuse of materials,Working against mental illness,Gender equality & feminism,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
637,"Healthy/health-promoting products/services,Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
638,"Sustainable transport,Swedish production/jobs in Sweden,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
639,"Climate change,Good working conditions in Swedish workplaces,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
640,"Swedish products,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces,Combating corruption & other irregularities","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
641,"Organic products,Recycling & reuse of materials,Swedish production/jobs in Sweden,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
642,"Organic products,Swedish products,Healthy/health-promoting products/services,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
643,"Diversity, anti-racism & inclusive societies,Good working conditions in Swedish workplaces,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
644,"Biodiversity - animals, plants & ecosystems,Organic products,Recycling & reuse of materials","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
645,"Recycling & reuse of materials,Sustainable transport,Energy efficiency,Swedish production/jobs in Sweden","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
646,None of the above,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
647,None of the above,"In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
648,"Sustainable/environmentally friendly packaging,Energy efficiency,Gender equality & feminism,Good working conditions in Swedish workplaces","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
649,"Sustainable transport,Working against mental illness,Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
650,"Good working conditions in Swedish workplaces,Good working conditions in factories/production abroad,Combating corruption & other irregularities,Technical innovations and solutions to sustainability challenges","In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
16,Många av frågorna hänger ju samman.. Tex.. värnar vi inte om vår miljö och vårt klimat kommer vi inte kunna producera mat till alla människor och kunna bo kvar på många platser vilket kommer leda till svåra konflikter. Mtp detta är det svårt att välja ut bara 4.,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
44,"Att som företag bygga tilltalande klassiskt och inte boxar, fyrkanter, förfulning","Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
53,Ej möjligt att prioritera bort något av ovanstående,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
104,Säkerhetsaspekter,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
231,minska fossilberoendet,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
266,Servera veganmat till anställda,"Other::In terms of environmental, social and other sustainability issues. Which of the following options do you GENERALLY think a COMPANY should prioritise working on? "
2,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
9,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
50,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
59,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
62,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
65,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
71,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
76,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
81,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
102,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
105,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
139,I don‚Äôt know,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
192,I don‚Äôt know,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
224,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
229,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
232,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
235,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
244,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
254,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
259,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
263,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
267,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
269,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
276,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
278,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
291,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
294,I don‚Äôt know,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
301,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
317,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
318,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
321,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
324,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
325,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
326,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
328,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
331,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
332,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
333,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
335,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
344,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
345,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
349,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
351,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
358,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
360,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
361,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
370,I don‚Äôt know,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
373,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
374,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
376,I don‚Äôt know,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
382,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
385,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
386,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
389,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
394,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
398,2. I am a little negative to this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
410,1. I am very negative to that kind of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
411,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
415,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
419,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
423,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
424,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
426,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
433,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
434,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
439,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
443,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
449,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
450,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
452,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
456,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
458,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
460,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
463,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
476,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
480,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
487,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
488,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
490,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
492,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
494,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
500,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
504,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
507,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
513,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
517,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
518,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
526,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
528,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
531,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
532,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
535,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
541,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
553,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
555,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
557,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
559,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
574,I don‚Äôt know,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
575,3. I am neither in favour nor against this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
578,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
579,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
581,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
584,5. I am very much in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
590,4. I am quite in favour of this type of communication,What is your opinion about companies communicating about how they work with sustainability (environment/climate & social issues)?
