respondent_id,brand,rating_type,area
210,Quality Hotel,well,Reducing the climate impact of the hotel in general
210,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
210,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
217,Quality Hotel,well,Wide range of vegetarian food
236,Quality Hotel,well,Reducing energy use in hotels
236,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
236,Quality Hotel,well,Practices gender equality towards guests and employees
236,Quality Hotel,well,Reducing the climate impact of the hotel in general
236,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
236,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
238,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
238,Quality Hotel,well,Reducing water use in operations
238,Quality Hotel,well,Accessibility for people with disabilities
238,Quality Hotel,well,Reducing the climate impact of the hotel in general
238,Quality Hotel,well,Charging stations for electric cars
241,Quality Hotel,well,Wide range of organic food & drink
241,Quality Hotel,well,Reducing energy use in hotels
241,Quality Hotel,well,Reducing water use in operations
241,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
247,Quality Hotel,well,Reducing energy use in hotels
247,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
258,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
258,Quality Hotel,well,Engaging with the local community about sustainability matters
258,Quality Hotel,well,Diversity and inclusion towards guests and employees
258,Quality Hotel,well,Practices gender equality towards guests and employees
258,Quality Hotel,well,Reducing the climate impact of the hotel in general
266,Quality Hotel,well,Reducing energy use in hotels
271,Quality Hotel,well,Locally produced food & drink
274,Quality Hotel,well,None of the above
281,Quality Hotel,well,Reducing food waste
281,Quality Hotel,well,Reducing energy use in hotels
281,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
281,Quality Hotel,well,Reducing water use in operations
281,Quality Hotel,well,Working conditions and employee health
281,Quality Hotel,well,Diversity and inclusion towards guests and employees
281,Quality Hotel,well,Reducing the climate impact of the hotel in general
281,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
286,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
286,Quality Hotel,well,Reducing the climate impact of the hotel in general
287,Quality Hotel,well,Reducing the climate impact of the hotel in general
287,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
289,Quality Hotel,well,Reducing energy use in hotels
289,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
289,Quality Hotel,well,Practices gender equality towards guests and employees
289,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
290,Quality Hotel,well,Reducing food waste
290,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
290,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
311,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
314,Quality Hotel,well,Reducing the climate impact of the hotel in general
329,Quality Hotel,well,Wide range of vegetarian food
329,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
329,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
336,Quality Hotel,well,Wide range of organic food & drink
336,Quality Hotel,well,Reducing food waste
346,Quality Hotel,well,Wide range of organic food & drink
346,Quality Hotel,well,Reducing food waste
346,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
352,Quality Hotel,well,Locally produced food & drink
352,Quality Hotel,well,Wide range of vegetarian food
352,Quality Hotel,well,Charging stations for electric cars
362,Quality Hotel,well,Locally produced food & drink
362,Quality Hotel,well,Animal welfare within food & beverage
362,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
362,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
365,Quality Hotel,well,Wide range of vegetarian food
377,Quality Hotel,well,Wide range of organic food & drink
377,Quality Hotel,well,Working conditions in the supply chain
377,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
377,Quality Hotel,well,Charging stations for electric cars
381,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
393,Quality Hotel,well,Reducing energy use in hotels
393,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
393,Quality Hotel,well,Practices gender equality towards guests and employees
393,Quality Hotel,well,Reducing the climate impact of the hotel in general
393,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
393,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
395,Quality Hotel,well,Diversity and inclusion towards guests and employees
397,Quality Hotel,well,Reducing food waste
397,Quality Hotel,well,Diversity and inclusion towards guests and employees
397,Quality Hotel,well,Reducing the climate impact of the hotel in general
399,Quality Hotel,well,None of the above
405,Quality Hotel,well,None of the above
406,Quality Hotel,well,Locally produced food & drink
406,Quality Hotel,well,Animal welfare within food & beverage
406,Quality Hotel,well,Reducing food waste
406,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
406,Quality Hotel,well,Working conditions and employee health
406,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
406,Quality Hotel,well,Charging stations for electric cars
413,Quality Hotel,well,Reducing energy use in hotels
413,Quality Hotel,well,Diversity and inclusion towards guests and employees
413,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
414,Quality Hotel,well,Wide range of vegetarian food
414,Quality Hotel,well,Reducing food waste
414,Quality Hotel,well,Reducing energy use in hotels
414,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
414,Quality Hotel,well,Reducing water use in operations
414,Quality Hotel,well,Working conditions in the supply chain
414,Quality Hotel,well,Accessibility for people with disabilities
414,Quality Hotel,well,Diversity and inclusion towards guests and employees
414,Quality Hotel,well,Practices gender equality towards guests and employees
414,Quality Hotel,well,Reducing the climate impact of the hotel in general
414,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
414,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
427,Quality Hotel,well,None of the above
429,Quality Hotel,well,Charging stations for electric cars
440,Quality Hotel,well,Reducing energy use in hotels
446,Quality Hotel,well,None of the above
455,Quality Hotel,well,Working conditions in the supply chain
455,Quality Hotel,well,Diversity and inclusion towards guests and employees
457,Quality Hotel,well,Reducing food waste
457,Quality Hotel,well,Reducing energy use in hotels
457,Quality Hotel,well,Reducing the climate impact of the hotel in general
462,Quality Hotel,well,Reducing energy use in hotels
462,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
466,Quality Hotel,well,Wide range of organic food & drink
466,Quality Hotel,well,Reducing food waste
466,Quality Hotel,well,Reducing energy use in hotels
466,Quality Hotel,well,Diversity and inclusion towards guests and employees
467,Quality Hotel,well,Locally produced food & drink
467,Quality Hotel,well,Reducing energy use in hotels
467,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
467,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
468,Quality Hotel,well,Wide range of organic food & drink
468,Quality Hotel,well,Locally produced food & drink
468,Quality Hotel,well,Wide range of vegetarian food
468,Quality Hotel,well,Reducing food waste
468,Quality Hotel,well,Reducing energy use in hotels
468,Quality Hotel,well,Reducing water use in operations
468,Quality Hotel,well,Accessibility for people with disabilities
468,Quality Hotel,well,Practices gender equality towards guests and employees
468,Quality Hotel,well,Making climate-smart travel easy through offerings and information
473,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
475,Quality Hotel,well,Animal welfare within food & beverage
475,Quality Hotel,well,Reducing food waste
475,Quality Hotel,well,Reducing energy use in hotels
475,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
475,Quality Hotel,well,Working conditions and employee health
475,Quality Hotel,well,Accessibility for people with disabilities
475,Quality Hotel,well,Diversity and inclusion towards guests and employees
475,Quality Hotel,well,Practices gender equality towards guests and employees
475,Quality Hotel,well,Reducing the climate impact of the hotel in general
475,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
475,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
477,Quality Hotel,well,Biodiversity impacts with respect to land use and the supply chain
477,Quality Hotel,well,Engaging with the local community about sustainability matters
477,Quality Hotel,well,Diversity and inclusion towards guests and employees
477,Quality Hotel,well,Practices gender equality towards guests and employees
477,Quality Hotel,well,Reducing the climate impact of the hotel in general
482,Quality Hotel,well,Reducing energy use in hotels
482,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
482,Quality Hotel,well,Reducing the climate impact of the hotel in general
483,Quality Hotel,well,Wide range of vegetarian food
483,Quality Hotel,well,Working conditions and employee health
483,Quality Hotel,well,Working conditions in the supply chain
483,Quality Hotel,well,Accessibility for people with disabilities
483,Quality Hotel,well,Practices gender equality towards guests and employees
484,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
489,Quality Hotel,well,Reducing food waste
489,Quality Hotel,well,Reducing energy use in hotels
489,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
489,Quality Hotel,well,Working conditions in the supply chain
489,Quality Hotel,well,Diversity and inclusion towards guests and employees
495,Quality Hotel,well,Biodiversity impacts with respect to land use and the supply chain
495,Quality Hotel,well,Working conditions and employee health
495,Quality Hotel,well,Working conditions in the supply chain
495,Quality Hotel,well,Accessibility for people with disabilities
495,Quality Hotel,well,Engaging with the local community about sustainability matters
495,Quality Hotel,well,Diversity and inclusion towards guests and employees
495,Quality Hotel,well,Practices gender equality towards guests and employees
495,Quality Hotel,well,Reducing the climate impact of the hotel in general
495,Quality Hotel,well,Making climate-smart travel easy through offerings and information
497,Quality Hotel,well,Wide range of organic food & drink
497,Quality Hotel,well,Wide range of vegetarian food
497,Quality Hotel,well,Biodiversity impacts with respect to land use and the supply chain
497,Quality Hotel,well,Reducing food waste
497,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
497,Quality Hotel,well,Accessibility for people with disabilities
497,Quality Hotel,well,Engaging with the local community about sustainability matters
497,Quality Hotel,well,Diversity and inclusion towards guests and employees
497,Quality Hotel,well,Practices gender equality towards guests and employees
497,Quality Hotel,well,Reducing the climate impact of the hotel in general
497,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
497,Quality Hotel,well,Charging stations for electric cars
509,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
509,Quality Hotel,well,Reducing the climate impact of the hotel in general
509,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
514,Quality Hotel,well,Wide range of organic food & drink
514,Quality Hotel,well,Locally produced food & drink
514,Quality Hotel,well,Wide range of vegetarian food
514,Quality Hotel,well,Animal welfare within food & beverage
514,Quality Hotel,well,Biodiversity impacts with respect to land use and the supply chain
514,Quality Hotel,well,Working conditions and employee health
514,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
514,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
522,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
522,Quality Hotel,well,Charging stations for electric cars
537,Quality Hotel,well,None of the above
542,Quality Hotel,well,Wide range of organic food & drink
547,Quality Hotel,well,Reducing the climate impact of the hotel in general
547,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
551,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
551,Quality Hotel,well,Reducing the climate impact of the hotel in general
552,Quality Hotel,well,Reducing the climate impact of the hotel in general
556,Quality Hotel,well,None of the above
561,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
563,Quality Hotel,well,Reducing energy use in hotels
563,Quality Hotel,well,Practices gender equality towards guests and employees
563,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
570,Quality Hotel,well,Reducing energy use in hotels
570,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
570,Quality Hotel,well,Diversity and inclusion towards guests and employees
571,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
571,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
573,Quality Hotel,well,Wide range of organic food & drink
573,Quality Hotel,well,Locally produced food & drink
573,Quality Hotel,well,Working conditions and employee health
573,Quality Hotel,well,Working conditions in the supply chain
573,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
585,Quality Hotel,well,Locally produced food & drink
585,Quality Hotel,well,Practices gender equality towards guests and employees
593,Quality Hotel,well,Locally produced food & drink
593,Quality Hotel,well,Reducing food waste
593,Quality Hotel,well,Reducing energy use in hotels
606,Quality Hotel,well,Reducing energy use in hotels
606,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
606,Quality Hotel,well,Reducing water use in operations
608,Quality Hotel,well,Reducing the climate impact of the hotel in general
618,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
620,Quality Hotel,well,Reducing the climate impact of the hotel in general
622,Quality Hotel,well,Wide range of organic food & drink
622,Quality Hotel,well,Wide range of vegetarian food
622,Quality Hotel,well,Reducing energy use in hotels
622,Quality Hotel,well,Reducing the amount of laundry and/or room cleaning
622,Quality Hotel,well,Working conditions and employee health
622,Quality Hotel,well,Diversity and inclusion towards guests and employees
622,Quality Hotel,well,Practices gender equality towards guests and employees
622,Quality Hotel,well,Reducing the climate impact of the hotel in general
624,Quality Hotel,well,Locally produced food & drink
624,Quality Hotel,well,Reducing food waste
624,Quality Hotel,well,Making climate-smart travel easy through offerings and information
632,Quality Hotel,well,Locally produced food & drink
632,Quality Hotel,well,Reducing energy use in hotels
632,Quality Hotel,well,Reducing the climate impact of the hotel in general
632,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
632,Quality Hotel,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
648,Quality Hotel,well,Wide range of organic food & drink
648,Quality Hotel,well,Avoid single-use plastic and minimizing use of plastic packaging
14,Radisson Blu,well,Wide range of organic food & drink
14,Radisson Blu,well,Wide range of vegetarian food
14,Radisson Blu,well,Accessibility for people with disabilities
14,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
34,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
51,Radisson Blu,well,Engaging with the local community about sustainability matters
51,Radisson Blu,well,Reducing the climate impact of the hotel in general
51,Radisson Blu,well,Charging stations for electric cars
54,Radisson Blu,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
74,Radisson Blu,well,Wide range of organic food & drink
74,Radisson Blu,well,Reducing energy use in hotels
74,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
88,Radisson Blu,well,None of the above
92,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
92,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
106,Radisson Blu,well,None of the above
127,Radisson Blu,well,Accessibility for people with disabilities
127,Radisson Blu,well,Making climate-smart travel easy through offerings and information
147,Radisson Blu,well,Reducing energy use in hotels
147,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
147,Radisson Blu,well,Reducing water use in operations
170,Radisson Blu,well,None of the above
177,Radisson Blu,well,Locally produced food & drink
177,Radisson Blu,well,Reducing energy use in hotels
177,Radisson Blu,well,Practices gender equality towards guests and employees
177,Radisson Blu,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
182,Radisson Blu,well,Wide range of vegetarian food
182,Radisson Blu,well,Reducing energy use in hotels
182,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
182,Radisson Blu,well,Reducing water use in operations
182,Radisson Blu,well,Accessibility for people with disabilities
182,Radisson Blu,well,Diversity and inclusion towards guests and employees
182,Radisson Blu,well,Charging stations for electric cars
185,Radisson Blu,well,Wide range of organic food & drink
185,Radisson Blu,well,Locally produced food & drink
185,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
185,Radisson Blu,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
186,Radisson Blu,well,Reducing food waste
186,Radisson Blu,well,Reducing energy use in hotels
186,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
186,Radisson Blu,well,Reducing water use in operations
186,Radisson Blu,well,Diversity and inclusion towards guests and employees
186,Radisson Blu,well,Practices gender equality towards guests and employees
186,Radisson Blu,well,Reducing the climate impact of the hotel in general
186,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
186,Radisson Blu,well,Charging stations for electric cars
188,Radisson Blu,well,Diversity and inclusion towards guests and employees
195,Radisson Blu,well,Making climate-smart travel easy through offerings and information
197,Radisson Blu,well,Reducing food waste
197,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
199,Radisson Blu,well,Reducing food waste
199,Radisson Blu,well,Working conditions and employee health
199,Radisson Blu,well,Reducing the climate impact of the hotel in general
203,Radisson Blu,well,Reducing the climate impact of the hotel in general
203,Radisson Blu,well,Charging stations for electric cars
207,Radisson Blu,well,None of the above
217,Radisson Blu,well,None of the above
236,Radisson Blu,well,Reducing energy use in hotels
236,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
236,Radisson Blu,well,Reducing water use in operations
236,Radisson Blu,well,Diversity and inclusion towards guests and employees
236,Radisson Blu,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
247,Radisson Blu,well,Reducing the climate impact of the hotel in general
266,Radisson Blu,well,Reducing energy use in hotels
271,Radisson Blu,well,Reducing the climate impact of the hotel in general
274,Radisson Blu,well,None of the above
286,Radisson Blu,well,Biodiversity impacts with respect to land use and the supply chain
286,Radisson Blu,well,Reducing food waste
286,Radisson Blu,well,Reducing water use in operations
289,Radisson Blu,well,None of the above
290,Radisson Blu,well,Reducing food waste
290,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
290,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
311,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
329,Radisson Blu,well,Wide range of vegetarian food
329,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
329,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
336,Radisson Blu,well,Wide range of vegetarian food
336,Radisson Blu,well,Reducing food waste
350,Radisson Blu,well,Locally produced food & drink
350,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
352,Radisson Blu,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
352,Radisson Blu,well,Charging stations for electric cars
365,Radisson Blu,well,Reducing food waste
395,Radisson Blu,well,Working conditions in the supply chain
405,Radisson Blu,well,None of the above
413,Radisson Blu,well,Wide range of organic food & drink
413,Radisson Blu,well,Reducing the climate impact of the hotel in general
413,Radisson Blu,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
413,Radisson Blu,well,Charging stations for electric cars
414,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
427,Radisson Blu,well,None of the above
429,Radisson Blu,well,Wide range of vegetarian food
446,Radisson Blu,well,None of the above
461,Radisson Blu,well,Wide range of organic food & drink
461,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
461,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
462,Radisson Blu,well,None of the above
468,Radisson Blu,well,Wide range of organic food & drink
468,Radisson Blu,well,Reducing energy use in hotels
468,Radisson Blu,well,Accessibility for people with disabilities
468,Radisson Blu,well,Diversity and inclusion towards guests and employees
468,Radisson Blu,well,Making climate-smart travel easy through offerings and information
468,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
475,Radisson Blu,well,Accessibility for people with disabilities
475,Radisson Blu,well,Reducing the climate impact of the hotel in general
484,Radisson Blu,well,Reducing food waste
495,Radisson Blu,well,None of the above
497,Radisson Blu,well,Wide range of organic food & drink
497,Radisson Blu,well,Reducing food waste
497,Radisson Blu,well,Reducing energy use in hotels
497,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
497,Radisson Blu,well,Accessibility for people with disabilities
497,Radisson Blu,well,Diversity and inclusion towards guests and employees
497,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
497,Radisson Blu,well,Charging stations for electric cars
514,Radisson Blu,well,Wide range of organic food & drink
514,Radisson Blu,well,Reducing food waste
514,Radisson Blu,well,Reducing energy use in hotels
514,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
514,Radisson Blu,well,Working conditions and employee health
514,Radisson Blu,well,Working conditions in the supply chain
514,Radisson Blu,well,Accessibility for people with disabilities
516,Radisson Blu,well,None of the above
537,Radisson Blu,well,Reducing food waste
547,Radisson Blu,well,Reducing energy use in hotels
547,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
550,Radisson Blu,well,Locally produced food & drink
550,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
550,Radisson Blu,well,Making climate-smart travel easy through offerings and information
550,Radisson Blu,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
551,Radisson Blu,well,None of the above
556,Radisson Blu,well,None of the above
561,Radisson Blu,well,Reducing energy use in hotels
561,Radisson Blu,well,Reducing water use in operations
561,Radisson Blu,well,Reducing the climate impact of the hotel in general
573,Radisson Blu,well,Locally produced food & drink
573,Radisson Blu,well,Animal welfare within food & beverage
573,Radisson Blu,well,Reducing food waste
573,Radisson Blu,well,Engaging with the local community about sustainability matters
593,Radisson Blu,well,Reducing the climate impact of the hotel in general
606,Radisson Blu,well,Reducing energy use in hotels
606,Radisson Blu,well,Reducing the amount of laundry and/or room cleaning
606,Radisson Blu,well,Reducing water use in operations
608,Radisson Blu,well,Reducing the climate impact of the hotel in general
632,Radisson Blu,well,Wide range of organic food & drink
632,Radisson Blu,well,Locally produced food & drink
632,Radisson Blu,well,Reducing food waste
632,Radisson Blu,well,Reducing energy use in hotels
632,Radisson Blu,well,Reducing the climate impact of the hotel in general
632,Radisson Blu,well,Avoid single-use plastic and minimizing use of plastic packaging
4,Scandic Hotels,well,Charging stations for electric cars
6,Scandic Hotels,well,None of the above
9,Scandic Hotels,well,None of the above
30,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
30,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
30,Scandic Hotels,well,Charging stations for electric cars
36,Scandic Hotels,well,Reducing food waste
36,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
36,Scandic Hotels,well,Practices gender equality towards guests and employees
36,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
38,Scandic Hotels,well,Reducing food waste
38,Scandic Hotels,well,Reducing energy use in hotels
38,Scandic Hotels,well,Reducing water use in operations
38,Scandic Hotels,well,Engaging with the local community about sustainability matters
38,Scandic Hotels,well,Diversity and inclusion towards guests and employees
38,Scandic Hotels,well,Reducing the climate impact of the hotel in general
38,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
43,Scandic Hotels,well,Reducing food waste
44,Scandic Hotels,well,Reducing food waste
44,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
44,Scandic Hotels,well,Reducing water use in operations
44,Scandic Hotels,well,Accessibility for people with disabilities
48,Scandic Hotels,well,Charging stations for electric cars
52,Scandic Hotels,well,Locally produced food & drink
52,Scandic Hotels,well,Reducing water use in operations
52,Scandic Hotels,well,Charging stations for electric cars
55,Scandic Hotels,well,Reducing energy use in hotels
55,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
55,Scandic Hotels,well,Reducing the climate impact of the hotel in general
55,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
57,Scandic Hotels,well,Reducing energy use in hotels
57,Scandic Hotels,well,Engaging with the local community about sustainability matters
57,Scandic Hotels,well,Making climate-smart travel easy through offerings and information
62,Scandic Hotels,well,Biodiversity impacts with respect to land use and the supply chain
62,Scandic Hotels,well,Reducing energy use in hotels
62,Scandic Hotels,well,Working conditions and employee health
62,Scandic Hotels,well,Accessibility for people with disabilities
62,Scandic Hotels,well,Diversity and inclusion towards guests and employees
62,Scandic Hotels,well,Practices gender equality towards guests and employees
62,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
65,Scandic Hotels,well,Reducing food waste
65,Scandic Hotels,well,Reducing energy use in hotels
65,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
65,Scandic Hotels,well,Reducing water use in operations
65,Scandic Hotels,well,Reducing the climate impact of the hotel in general
65,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
73,Scandic Hotels,well,Reducing energy use in hotels
73,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
73,Scandic Hotels,well,Reducing the climate impact of the hotel in general
89,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
105,Scandic Hotels,well,None of the above
134,Scandic Hotels,well,Locally produced food & drink
134,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
134,Scandic Hotels,well,Reducing water use in operations
134,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
138,Scandic Hotels,well,None of the above
145,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
145,Scandic Hotels,well,Reducing the climate impact of the hotel in general
145,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
178,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
178,Scandic Hotels,well,Reducing water use in operations
178,Scandic Hotels,well,Working conditions and employee health
178,Scandic Hotels,well,Reducing the climate impact of the hotel in general
201,Scandic Hotels,well,Wide range of vegetarian food
201,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
201,Scandic Hotels,well,Accessibility for people with disabilities
201,Scandic Hotels,well,Reducing the climate impact of the hotel in general
205,Scandic Hotels,well,Locally produced food & drink
205,Scandic Hotels,well,Reducing food waste
205,Scandic Hotels,well,Reducing energy use in hotels
205,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
205,Scandic Hotels,well,Working conditions and employee health
205,Scandic Hotels,well,Working conditions in the supply chain
205,Scandic Hotels,well,Practices gender equality towards guests and employees
205,Scandic Hotels,well,Reducing the climate impact of the hotel in general
206,Scandic Hotels,well,None of the above
220,Scandic Hotels,well,Wide range of organic food & drink
220,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
220,Scandic Hotels,well,Reducing the climate impact of the hotel in general
221,Scandic Hotels,well,Reducing the climate impact of the hotel in general
223,Scandic Hotels,well,Locally produced food & drink
223,Scandic Hotels,well,Reducing energy use in hotels
223,Scandic Hotels,well,Reducing water use in operations
223,Scandic Hotels,well,Engaging with the local community about sustainability matters
229,Scandic Hotels,well,Locally produced food & drink
229,Scandic Hotels,well,Reducing energy use in hotels
229,Scandic Hotels,well,Charging stations for electric cars
232,Scandic Hotels,well,None of the above
235,Scandic Hotels,well,None of the above
254,Scandic Hotels,well,Wide range of organic food & drink
259,Scandic Hotels,well,Wide range of organic food & drink
259,Scandic Hotels,well,Locally produced food & drink
259,Scandic Hotels,well,Wide range of vegetarian food
259,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
259,Scandic Hotels,well,Reducing water use in operations
285,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
285,Scandic Hotels,well,Engaging with the local community about sustainability matters
285,Scandic Hotels,well,Diversity and inclusion towards guests and employees
285,Scandic Hotels,well,Reducing the climate impact of the hotel in general
285,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
291,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
291,Scandic Hotels,well,Working conditions and employee health
291,Scandic Hotels,well,Engaging with the local community about sustainability matters
291,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
301,Scandic Hotels,well,Wide range of organic food & drink
301,Scandic Hotels,well,Wide range of vegetarian food
301,Scandic Hotels,well,Reducing energy use in hotels
301,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
301,Scandic Hotels,well,Working conditions in the supply chain
301,Scandic Hotels,well,Accessibility for people with disabilities
301,Scandic Hotels,well,Engaging with the local community about sustainability matters
301,Scandic Hotels,well,Diversity and inclusion towards guests and employees
301,Scandic Hotels,well,Practices gender equality towards guests and employees
301,Scandic Hotels,well,Reducing the climate impact of the hotel in general
301,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
