respondent_id,topic
482,Climate change
482,Air & water pollution
482,Labour conditions and opportunities in Sweden
482,Circular economy - recycling & reuse of materials
482,Sustainable transport
482,Energy issues / energy efficiency
482,Wars and conflicts in the world
482,Polarisation of opinions in society
482,Democracy
482,Safe societies
483,Air & water pollution
483,Labour conditions and opportunities in Sweden
483,Circular economy - recycling & reuse of materials
483,Sustainable finance
483,Sustainable agriculture & food production
483,Wars and conflicts in the world
483,Labour conditions for suppliers / in the value chain abroad
483,Polarisation of opinions in society
483,Public health & well-being - people's physical and mental health / ill-health
483,Safe societies
484,Climate change
484,Biodiversity - animals
484,plants & ecosystems
484,Air & water pollution
484,Labour conditions and opportunities in Sweden
484,Circular economy - recycling & reuse of materials
484,Energy issues / energy efficiency
484,Sustainable agriculture & food production
484,Wars and conflicts in the world
484,Animal health & welfare
484,Ethical issues (e.g. corruption)
484,Human rights
484,poverty and hunger in the world
484,Polarisation of opinions in society
484,The country's economy
484,Democracy
485,Sustainable transport
485,Energy issues / energy efficiency
485,Sustainable finance
485,Human rights
485,poverty and hunger in the world
485,Safe societies
486,Climate change
486,Biodiversity - animals
486,plants & ecosystems
486,Air & water pollution
486,Labour conditions and opportunities in Sweden
486,Circular economy - recycling & reuse of materials
486,Energy issues / energy efficiency
486,Sustainable finance
486,Sustainable agriculture & food production
486,Wars and conflicts in the world
486,Animal health & welfare
486,Labour conditions for suppliers / in the value chain abroad
486,Ethical issues (e.g. corruption)
486,Charitable giving
486,Diversity
486,anti-racism & inclusive societies
486,Gender equality & feminism
486,Human rights
486,poverty and hunger in the world
486,Polarisation of opinions in society
486,Public health & well-being - people's physical and mental health / ill-health
486,The country's economy
486,Democracy
486,Safe societies
486,Other:
487,Air & water pollution
487,Circular economy - recycling & reuse of materials
487,Wars and conflicts in the world
489,Climate change
489,Wars and conflicts in the world
489,Democracy
490,Climate change
490,Sustainable transport
490,Gender equality & feminism
490,Human rights
490,poverty and hunger in the world
490,Democracy
491,Labour conditions and opportunities in Sweden
491,Circular economy - recycling & reuse of materials
491,Sustainable agriculture & food production
491,Wars and conflicts in the world
491,Charitable giving
491,Gender equality & feminism
491,Polarisation of opinions in society
491,The country's economy
491,Democracy
491,Safe societies
492,Circular economy - recycling & reuse of materials
492,Wars and conflicts in the world
492,Safe societies
493,Climate change
493,Biodiversity - animals
493,plants & ecosystems
493,Air & water pollution
493,Labour conditions and opportunities in Sweden
493,Circular economy - recycling & reuse of materials
493,Sustainable transport
493,Energy issues / energy efficiency
493,Sustainable finance
493,Sustainable agriculture & food production
493,Wars and conflicts in the world
493,Animal health & welfare
493,Labour conditions for suppliers / in the value chain abroad
493,Ethical issues (e.g. corruption)
493,Gender equality & feminism
493,Human rights
493,poverty and hunger in the world
493,Polarisation of opinions in society
493,Public health & well-being - people's physical and mental health / ill-health
493,The country's economy
493,Democracy
493,Safe societies
494,Air & water pollution
494,Circular economy - recycling & reuse of materials
494,Sustainable finance
494,Public health & well-being - people's physical and mental health / ill-health
495,Biodiversity - animals
495,plants & ecosystems
495,Labour conditions and opportunities in Sweden
495,Circular economy - recycling & reuse of materials
495,Sustainable transport
495,Sustainable finance
495,Sustainable agriculture & food production
495,Wars and conflicts in the world
495,Labour conditions for suppliers / in the value chain abroad
495,Ethical issues (e.g. corruption)
495,Charitable giving
495,Diversity
495,anti-racism & inclusive societies
495,Gender equality & feminism
495,Human rights
495,poverty and hunger in the world
495,Polarisation of opinions in society
495,Public health & well-being - people's physical and mental health / ill-health
495,Democracy
495,Safe societies
496,Climate change
496,Air & water pollution
496,Circular economy - recycling & reuse of materials
496,Sustainable transport
496,Energy issues / energy efficiency
496,Wars and conflicts in the world
496,Public health & well-being - people's physical and mental health / ill-health
496,The country's economy
497,Climate change
497,Biodiversity - animals
497,plants & ecosystems
497,Circular economy - recycling & reuse of materials
497,Sustainable agriculture & food production
497,Animal health & welfare
497,Diversity
497,anti-racism & inclusive societies
497,Human rights
497,poverty and hunger in the world
497,Public health & well-being - people's physical and mental health / ill-health
498,Climate change
498,Labour conditions and opportunities in Sweden
498,Circular economy - recycling & reuse of materials
498,Sustainable agriculture & food production
498,Wars and conflicts in the world
498,Animal health & welfare
498,Ethical issues (e.g. corruption)
498,Diversity
498,anti-racism & inclusive societies
498,Public health & well-being - people's physical and mental health / ill-health
498,Democracy
498,Safe societies
499,Biodiversity - animals
499,plants & ecosystems
499,Air & water pollution
499,Labour conditions for suppliers / in the value chain abroad
499,Ethical issues (e.g. corruption)
500,Climate change
500,Biodiversity - animals
500,plants & ecosystems
500,Air & water pollution
500,Circular economy - recycling & reuse of materials
500,Energy issues / energy efficiency
500,Sustainable finance
500,Sustainable agriculture & food production
500,Wars and conflicts in the world
500,Animal health & welfare
500,Labour conditions for suppliers / in the value chain abroad
500,Gender equality & feminism
500,Human rights
500,poverty and hunger in the world
500,Polarisation of opinions in society
500,Public health & well-being - people's physical and mental health / ill-health
500,Democracy
501,Climate change
501,Air & water pollution
501,Circular economy - recycling & reuse of materials
501,Sustainable transport
501,Energy issues / energy efficiency
501,Wars and conflicts in the world
501,Animal health & welfare
501,Ethical issues (e.g. corruption)
501,Diversity
501,anti-racism & inclusive societies
501,Gender equality & feminism
501,Polarisation of opinions in society
501,Public health & well-being - people's physical and mental health / ill-health
501,Democracy
502,Wars and conflicts in the world
502,Polarisation of opinions in society
502,Public health & well-being - people's physical and mental health / ill-health
502,Democracy
502,Safe societies
503,Labour conditions and opportunities in Sweden
503,Circular economy - recycling & reuse of materials
503,Energy issues / energy efficiency
503,Sustainable finance
503,Wars and conflicts in the world
503,Labour conditions for suppliers / in the value chain abroad
503,Ethical issues (e.g. corruption)
503,Charitable giving
503,Public health & well-being - people's physical and mental health / ill-health
503,Safe societies
504,Public health & well-being - people's physical and mental health / ill-health
505,Climate change
505,Biodiversity - animals
505,plants & ecosystems
505,Labour conditions and opportunities in Sweden
505,Circular economy - recycling & reuse of materials
505,Sustainable transport
505,Wars and conflicts in the world
505,Labour conditions for suppliers / in the value chain abroad
505,Ethical issues (e.g. corruption)
505,Diversity
505,anti-racism & inclusive societies
505,Gender equality & feminism
505,Human rights
505,poverty and hunger in the world
505,Polarisation of opinions in society
505,Public health & well-being - people's physical and mental health / ill-health
505,The country's economy
505,Democracy
505,Safe societies
506,Climate change
506,Labour conditions and opportunities in Sweden
506,Wars and conflicts in the world
506,Animal health & welfare
506,Diversity
506,anti-racism & inclusive societies
506,Gender equality & feminism
506,Human rights
506,poverty and hunger in the world
506,Polarisation of opinions in society
506,Public health & well-being - people's physical and mental health / ill-health
506,Democracy
506,Safe societies
507,Labour conditions for suppliers / in the value chain abroad
507,Gender equality & feminism
507,Public health & well-being - people's physical and mental health / ill-health
508,Climate change
508,Energy issues / energy efficiency
508,Sustainable finance
508,Wars and conflicts in the world
508,The country's economy
508,Democracy
508,Safe societies
509,Climate change
509,Air & water pollution
509,Sustainable agriculture & food production
509,Animal health & welfare
509,Polarisation of opinions in society
509,Democracy
512,Biodiversity - animals
512,plants & ecosystems
512,Circular economy - recycling & reuse of materials
512,Sustainable finance
512,Sustainable agriculture & food production
512,Animal health & welfare
512,Public health & well-being - people's physical and mental health / ill-health
513,Biodiversity - animals
513,plants & ecosystems
513,Circular economy - recycling & reuse of materials
513,Animal health & welfare
513,Charitable giving
513,Public health & well-being - people's physical and mental health / ill-health
513,Safe societies
513,Other:
514,Biodiversity - animals
514,plants & ecosystems
514,Sustainable agriculture & food production
514,Ethical issues (e.g. corruption)
514,Diversity
514,anti-racism & inclusive societies
514,Gender equality & feminism
514,Human rights
514,poverty and hunger in the world
514,Public health & well-being - people's physical and mental health / ill-health
514,Democracy
515,Climate change
515,Biodiversity - animals
515,plants & ecosystems
515,Circular economy - recycling & reuse of materials
515,Sustainable transport
515,Energy issues / energy efficiency
515,Sustainable agriculture & food production
515,Diversity
515,anti-racism & inclusive societies
515,Gender equality & feminism
515,Polarisation of opinions in society
515,Democracy
517,Climate change
517,Air & water pollution
517,Circular economy - recycling & reuse of materials
517,Energy issues / energy efficiency
517,Sustainable agriculture & food production
517,Wars and conflicts in the world
517,Animal health & welfare
517,Labour conditions for suppliers / in the value chain abroad
517,Charitable giving
517,Public health & well-being - people's physical and mental health / ill-health
517,The country's economy
517,Democracy
517,Safe societies
518,Climate change
518,Biodiversity - animals
518,plants & ecosystems
518,Labour conditions and opportunities in Sweden
518,Wars and conflicts in the world
518,Animal health & welfare
518,Ethical issues (e.g. corruption)
518,Human rights
518,poverty and hunger in the world
518,Public health & well-being - people's physical and mental health / ill-health
519,Climate change
519,Air & water pollution
519,Energy issues / energy efficiency
519,The country's economy
520,Wars and conflicts in the world
521,Wars and conflicts in the world
521,Ethical issues (e.g. corruption)
521,Safe societies
522,Wars and conflicts in the world
522,The country's economy
523,Circular economy - recycling & reuse of materials
523,Labour conditions for suppliers / in the value chain abroad
523,Ethical issues (e.g. corruption)
523,Polarisation of opinions in society
524,Climate change
524,Biodiversity - animals
524,plants & ecosystems
524,Circular economy - recycling & reuse of materials
524,Sustainable transport
524,Energy issues / energy efficiency
524,Sustainable agriculture & food production
524,Wars and conflicts in the world
524,Labour conditions for suppliers / in the value chain abroad
524,Charitable giving
524,Diversity
524,anti-racism & inclusive societies
524,Gender equality & feminism
524,Human rights
524,poverty and hunger in the world
524,Polarisation of opinions in society
524,Public health & well-being - people's physical and mental health / ill-health
524,Democracy
524,Safe societies
526,Wars and conflicts in the world
526,Animal health & welfare
526,Polarisation of opinions in society
526,Other:
527,Climate change
527,Labour conditions and opportunities in Sweden
527,Energy issues / energy efficiency
527,Sustainable finance
527,Wars and conflicts in the world
527,Ethical issues (e.g. corruption)
527,Democracy
528,Air & water pollution
528,Energy issues / energy efficiency
528,Wars and conflicts in the world
528,Animal health & welfare
528,Public health & well-being - people's physical and mental health / ill-health
528,Democracy
529,Climate change
529,Biodiversity - animals
529,plants & ecosystems
529,Air & water pollution
529,Sustainable transport
529,Sustainable finance
529,Sustainable agriculture & food production
529,Wars and conflicts in the world
529,Animal health & welfare
529,Ethical issues (e.g. corruption)
529,Charitable giving
529,Diversity
529,anti-racism & inclusive societies
529,Gender equality & feminism
529,Human rights
529,poverty and hunger in the world
529,Public health & well-being - people's physical and mental health / ill-health
529,Democracy
529,Safe societies
530,Climate change
530,Animal health & welfare
530,Gender equality & feminism
530,Human rights
530,poverty and hunger in the world
530,Safe societies
532,Climate change
532,Biodiversity - animals
532,plants & ecosystems
532,Air & water pollution
532,Sustainable transport
532,Energy issues / energy efficiency
532,Sustainable finance
532,Sustainable agriculture & food production
532,Gender equality & feminism
532,Democracy
534,Climate change
534,Labour conditions and opportunities in Sweden
534,Sustainable finance
534,Wars and conflicts in the world
534,Labour conditions for suppliers / in the value chain abroad
534,Gender equality & feminism
534,Public health & well-being - people's physical and mental health / ill-health
535,Climate change
535,Circular economy - recycling & reuse of materials
535,Ethical issues (e.g. corruption)
535,Polarisation of opinions in society
536,Climate change
536,Biodiversity - animals
536,plants & ecosystems
536,Air & water pollution
536,Labour conditions and opportunities in Sweden
536,Circular economy - recycling & reuse of materials
536,Sustainable transport
536,Energy issues / energy efficiency
536,Sustainable finance
536,Sustainable agriculture & food production
536,Animal health & welfare
536,Labour conditions for suppliers / in the value chain abroad
536,Ethical issues (e.g. corruption)
536,Diversity
536,anti-racism & inclusive societies
536,Gender equality & feminism
536,Human rights
536,poverty and hunger in the world
536,Polarisation of opinions in society
536,Public health & well-being - people's physical and mental health / ill-health
536,Democracy
536,Safe societies
537,Climate change
537,Wars and conflicts in the world
537,Human rights
537,poverty and hunger in the world
537,Democracy
538,Energy issues / energy efficiency
538,Public health & well-being - people's physical and mental health / ill-health
538,The country's economy
539,Climate change
539,Air & water pollution
539,Labour conditions and opportunities in Sweden
539,Sustainable transport
539,Energy issues / energy efficiency
539,Wars and conflicts in the world
539,Charitable giving
539,Public health & well-being - people's physical and mental health / ill-health
539,Democracy
541,Climate change
541,Circular economy - recycling & reuse of materials
541,Public health & well-being - people's physical and mental health / ill-health
542,Climate change
542,Sustainable finance
542,The country's economy
543,Wars and conflicts in the world
543,The country's economy
544,Climate change
544,Biodiversity - animals
544,plants & ecosystems
544,Air & water pollution
544,Labour conditions and opportunities in Sweden
544,Circular economy - recycling & reuse of materials
544,Sustainable transport
544,Energy issues / energy efficiency
544,Sustainable finance
544,Sustainable agriculture & food production
544,Wars and conflicts in the world
544,Animal health & welfare
544,Labour conditions for suppliers / in the value chain abroad
544,Ethical issues (e.g. corruption)
544,Charitable giving
544,Diversity
544,anti-racism & inclusive societies
544,Gender equality & feminism
544,Human rights
544,poverty and hunger in the world
544,Polarisation of opinions in society
544,Public health & well-being - people's physical and mental health / ill-health
544,The country's economy
544,Democracy
544,Safe societies
545,Climate change
545,Labour conditions and opportunities in Sweden
545,Wars and conflicts in the world
545,Animal health & welfare
545,Charitable giving
546,Public health & well-being - people's physical and mental health / ill-health
547,Climate change
547,Air & water pollution
547,Labour conditions and opportunities in Sweden
547,Circular economy - recycling & reuse of materials
547,Energy issues / energy efficiency
547,Sustainable finance
547,Wars and conflicts in the world
547,Labour conditions for suppliers / in the value chain abroad
547,Ethical issues (e.g. corruption)
547,Diversity
547,anti-racism & inclusive societies
547,Gender equality & feminism
547,Human rights
547,poverty and hunger in the world
547,Polarisation of opinions in society
547,Public health & well-being - people's physical and mental health / ill-health
547,Democracy
547,Safe societies
548,Circular economy - recycling & reuse of materials
548,Sustainable agriculture & food production
548,Animal health & welfare
548,Ethical issues (e.g. corruption)
548,Safe societies
549,Climate change
549,Air & water pollution
549,Labour conditions and opportunities in Sweden
549,Circular economy - recycling & reuse of materials
549,Sustainable transport
549,Energy issues / energy efficiency
549,Wars and conflicts in the world
549,Labour conditions for suppliers / in the value chain abroad
549,Ethical issues (e.g. corruption)
549,Charitable giving
549,Diversity
549,anti-racism & inclusive societies
549,Gender equality & feminism
549,Human rights
549,poverty and hunger in the world
549,Public health & well-being - people's physical and mental health / ill-health
549,Democracy
549,Safe societies
550,Climate change
550,Sustainable transport
550,Wars and conflicts in the world
550,The country's economy
552,Sustainable transport
552,Energy issues / energy efficiency
552,Animal health & welfare
552,Polarisation of opinions in society
552,Public health & well-being - people's physical and mental health / ill-health
552,The country's economy
552,Safe societies
553,Circular economy - recycling & reuse of materials
553,Energy issues / energy efficiency
553,Wars and conflicts in the world
553,Animal health & welfare
553,Ethical issues (e.g. corruption)
553,Public health & well-being - people's physical and mental health / ill-health
553,The country's economy
553,Safe societies
554,Climate change
554,Biodiversity - animals
554,plants & ecosystems
554,Air & water pollution
554,Circular economy - recycling & reuse of materials
554,Sustainable transport
554,Energy issues / energy efficiency
554,Sustainable finance
554,Sustainable agriculture & food production
554,Wars and conflicts in the world
554,Animal health & welfare
554,Labour conditions for suppliers / in the value chain abroad
554,Ethical issues (e.g. corruption)
554,Charitable giving
554,Diversity
554,anti-racism & inclusive societies
554,Human rights
554,poverty and hunger in the world
554,Polarisation of opinions in society
554,Public health & well-being - people's physical and mental health / ill-health
554,The country's economy
554,Democracy
554,Safe societies
555,Climate change
555,Air & water pollution
555,Circular economy - recycling & reuse of materials
555,Energy issues / energy efficiency
555,Sustainable finance
555,Sustainable agriculture & food production
555,Wars and conflicts in the world
555,Animal health & welfare
555,Labour conditions for suppliers / in the value chain abroad
555,Ethical issues (e.g. corruption)
555,Human rights
555,poverty and hunger in the world
555,Public health & well-being - people's physical and mental health / ill-health
555,The country's economy
555,Democracy
556,Climate change
556,Biodiversity - animals
556,plants & ecosystems
556,Air & water pollution
556,Labour conditions and opportunities in Sweden
556,Circular economy - recycling & reuse of materials
556,Sustainable transport
556,Energy issues / energy efficiency
556,Sustainable finance
556,Sustainable agriculture & food production
556,Wars and conflicts in the world
556,Animal health & welfare
556,Labour conditions for suppliers / in the value chain abroad
556,Ethical issues (e.g. corruption)
556,Charitable giving
556,Diversity
556,anti-racism & inclusive societies
556,Gender equality & feminism
556,Human rights
556,poverty and hunger in the world
556,Polarisation of opinions in society
556,Public health & well-being - people's physical and mental health / ill-health
556,The country's economy
556,Democracy
556,Safe societies
557,Climate change
557,Biodiversity - animals
557,plants & ecosystems
557,Circular economy - recycling & reuse of materials
557,Energy issues / energy efficiency
557,Wars and conflicts in the world
557,Polarisation of opinions in society
558,Human rights
558,poverty and hunger in the world
558,Public health & well-being - people's physical and mental health / ill-health
559,Energy issues / energy efficiency
559,Wars and conflicts in the world
559,Polarisation of opinions in society
559,Public health & well-being - people's physical and mental health / ill-health
560,Climate change
560,Labour conditions for suppliers / in the value chain abroad
560,Democracy
561,Climate change
561,Air & water pollution
561,Sustainable transport
561,Energy issues / energy efficiency
561,Sustainable finance
561,Sustainable agriculture & food production
561,Animal health & welfare
561,Labour conditions for suppliers / in the value chain abroad
561,Public health & well-being - people's physical and mental health / ill-health
561,The country's economy
561,Democracy
562,Climate change
562,Biodiversity - animals
562,plants & ecosystems
562,Air & water pollution
562,Circular economy - recycling & reuse of materials
562,Energy issues / energy efficiency
562,Sustainable agriculture & food production
562,Wars and conflicts in the world
562,Animal health & welfare
562,Labour conditions for suppliers / in the value chain abroad
562,Ethical issues (e.g. corruption)
562,Charitable giving
562,Gender equality & feminism
562,Public health & well-being - people's physical and mental health / ill-health
562,The country's economy
562,Democracy
562,Safe societies
563,Public health & well-being - people's physical and mental health / ill-health
563,Safe societies
564,Climate change
564,Labour conditions and opportunities in Sweden
564,Circular economy - recycling & reuse of materials
564,Energy issues / energy efficiency
564,Wars and conflicts in the world
564,Ethical issues (e.g. corruption)
564,Diversity
564,anti-racism & inclusive societies
564,Gender equality & feminism
564,Human rights
564,poverty and hunger in the world
564,Polarisation of opinions in society
564,Public health & well-being - people's physical and mental health / ill-health
564,Democracy
564,Safe societies
565,Circular economy - recycling & reuse of materials
565,Energy issues / energy efficiency
565,Labour conditions for suppliers / in the value chain abroad
565,Charitable giving
565,Diversity
565,anti-racism & inclusive societies
565,Gender equality & feminism
565,Public health & well-being - people's physical and mental health / ill-health
565,Safe societies
566,Climate change
566,Sustainable transport
566,Wars and conflicts in the world
566,Gender equality & feminism
566,Public health & well-being - people's physical and mental health / ill-health
566,Safe societies
567,Climate change
567,Circular economy - recycling & reuse of materials
567,Sustainable transport
567,Energy issues / energy efficiency
567,Sustainable agriculture & food production
567,Wars and conflicts in the world
567,Ethical issues (e.g. corruption)
567,Charitable giving
567,Gender equality & feminism
567,Polarisation of opinions in society
567,Public health & well-being - people's physical and mental health / ill-health
567,The country's economy
567,Democracy
567,Safe societies
568,Climate change
568,Sustainable transport
568,Energy issues / energy efficiency
568,Labour conditions for suppliers / in the value chain abroad
568,Ethical issues (e.g. corruption)
568,Diversity
568,anti-racism & inclusive societies
568,Polarisation of opinions in society
568,Democracy
568,Safe societies
569,Climate change
569,Labour conditions and opportunities in Sweden
569,Energy issues / energy efficiency
569,Sustainable finance
569,Wars and conflicts in the world
569,Charitable giving
569,Human rights
569,poverty and hunger in the world
569,The country's economy
569,Safe societies
570,Climate change
570,Labour conditions and opportunities in Sweden
570,Circular economy - recycling & reuse of materials
570,Energy issues / energy efficiency
570,Sustainable agriculture & food production
570,Wars and conflicts in the world
570,Ethical issues (e.g. corruption)
570,Diversity
570,anti-racism & inclusive societies
570,Gender equality & feminism
570,Human rights
570,poverty and hunger in the world
570,The country's economy
570,Democracy
571,Climate change
571,Circular economy - recycling & reuse of materials
571,Sustainable agriculture & food production
571,Public health & well-being - people's physical and mental health / ill-health
571,Safe societies
572,Climate change
572,Air & water pollution
572,Labour conditions and opportunities in Sweden
572,Circular economy - recycling & reuse of materials
572,Energy issues / energy efficiency
572,Sustainable finance
572,Sustainable agriculture & food production
572,Wars and conflicts in the world
572,Diversity
572,anti-racism & inclusive societies
572,Polarisation of opinions in society
572,Public health & well-being - people's physical and mental health / ill-health
572,The country's economy
572,Democracy
572,Safe societies
573,Climate change
573,Air & water pollution
573,Labour conditions and opportunities in Sweden
573,Sustainable finance
573,Animal health & welfare
573,The country's economy
573,Safe societies
575,Circular economy - recycling & reuse of materials
575,Energy issues / energy efficiency
575,Sustainable finance
575,Animal health & welfare
575,Diversity
575,anti-racism & inclusive societies
575,Gender equality & feminism
575,Human rights
575,poverty and hunger in the world
577,Labour conditions and opportunities in Sweden
577,Circular economy - recycling & reuse of materials
577,Energy issues / energy efficiency
577,Sustainable agriculture & food production
577,Labour conditions for suppliers / in the value chain abroad
577,Diversity
577,anti-racism & inclusive societies
577,Polarisation of opinions in society
577,Democracy
577,Safe societies
578,Climate change
578,Labour conditions and opportunities in Sweden
578,Circular economy - recycling & reuse of materials
578,Energy issues / energy efficiency
578,Sustainable finance
578,Sustainable agriculture & food production
578,Wars and conflicts in the world
578,Ethical issues (e.g. corruption)
578,Public health & well-being - people's physical and mental health / ill-health
578,The country's economy
578,Democracy
578,Safe societies
579,Biodiversity - animals
579,plants & ecosystems
579,Air & water pollution
579,Circular economy - recycling & reuse of materials
579,Energy issues / energy efficiency
579,Sustainable agriculture & food production
579,Animal health & welfare
579,Labour conditions for suppliers / in the value chain abroad
579,Ethical issues (e.g. corruption)
579,Diversity
579,anti-racism & inclusive societies
579,Human rights
579,poverty and hunger in the world
580,Climate change
580,Sustainable transport
580,Energy issues / energy efficiency
580,Wars and conflicts in the world
580,Polarisation of opinions in society
580,Democracy
581,Sustainable agriculture & food production
581,Wars and conflicts in the world
581,Animal health & welfare
582,Climate change
582,Biodiversity - animals
582,plants & ecosystems
582,Air & water pollution
582,Labour conditions and opportunities in Sweden
582,Circular economy - recycling & reuse of materials
582,Sustainable transport
582,Energy issues / energy efficiency
582,Sustainable finance
582,Sustainable agriculture & food production
582,Wars and conflicts in the world
582,Animal health & welfare
582,Labour conditions for suppliers / in the value chain abroad
582,Ethical issues (e.g. corruption)
582,Charitable giving
582,Diversity
582,anti-racism & inclusive societies
582,Gender equality & feminism
582,Human rights
582,poverty and hunger in the world
582,Polarisation of opinions in society
582,Public health & well-being - people's physical and mental health / ill-health
582,The country's economy
582,Democracy
582,Safe societies
583,None of the above
584,Climate change
584,Air & water pollution
584,Labour conditions and opportunities in Sweden
584,Circular economy - recycling & reuse of materials
584,Sustainable transport
584,Wars and conflicts in the world
584,Diversity
584,anti-racism & inclusive societies
584,Public health & well-being - people's physical and mental health / ill-health
584,Democracy
585,Labour conditions and opportunities in Sweden
585,Democracy
586,Climate change
586,Circular economy - recycling & reuse of materials
586,Energy issues / energy efficiency
586,Wars and conflicts in the world
586,Public health & well-being - people's physical and mental health / ill-health
586,The country's economy
587,Climate change
587,Biodiversity - animals
587,plants & ecosystems
587,Sustainable transport
587,Energy issues / energy efficiency
587,Sustainable agriculture & food production
587,Wars and conflicts in the world
587,Diversity
587,anti-racism & inclusive societies
587,Gender equality & feminism
587,Human rights
587,poverty and hunger in the world
587,Polarisation of opinions in society
587,The country's economy
587,Democracy
587,Safe societies
590,Biodiversity - animals
590,plants & ecosystems
590,Circular economy - recycling & reuse of materials
590,Sustainable agriculture & food production
590,Diversity
590,anti-racism & inclusive societies
590,Human rights
590,poverty and hunger in the world
590,Polarisation of opinions in society
590,Public health & well-being - people's physical and mental health / ill-health
590,Democracy
590,Safe societies
591,Climate change
591,Air & water pollution
591,Labour conditions and opportunities in Sweden
591,Energy issues / energy efficiency
591,Wars and conflicts in the world
591,Animal health & welfare
591,Charitable giving
591,Democracy
591,Safe societies
592,Energy issues / energy efficiency
592,Sustainable finance
592,Sustainable agriculture & food production
592,Animal health & welfare
592,Gender equality & feminism
592,Polarisation of opinions in society
593,Labour conditions and opportunities in Sweden
593,Energy issues / energy efficiency
593,Wars and conflicts in the world
593,Public health & well-being - people's physical and mental health / ill-health
593,The country's economy
594,Labour conditions and opportunities in Sweden
594,Sustainable transport
594,Energy issues / energy efficiency
594,Animal health & welfare
594,Labour conditions for suppliers / in the value chain abroad
594,Public health & well-being - people's physical and mental health / ill-health
594,Democracy
595,Labour conditions and opportunities in Sweden
595,Sustainable transport
595,Energy issues / energy efficiency
595,Labour conditions for suppliers / in the value chain abroad
595,Human rights
595,poverty and hunger in the world
595,Polarisation of opinions in society
595,Public health & well-being - people's physical and mental health / ill-health
595,The country's economy
595,Democracy
595,Safe societies
596,Climate change
596,Energy issues / energy efficiency
596,Sustainable finance
596,Wars and conflicts in the world
596,Ethical issues (e.g. corruption)
596,Public health & well-being - people's physical and mental health / ill-health
596,Democracy
596,Safe societies
597,Climate change
597,Air & water pollution
597,Circular economy - recycling & reuse of materials
597,Sustainable transport
597,Energy issues / energy efficiency
597,Wars and conflicts in the world
597,Public health & well-being - people's physical and mental health / ill-health
597,The country's economy
597,Democracy
598,Climate change
598,Air & water pollution
598,Labour conditions and opportunities in Sweden
598,Circular economy - recycling & reuse of materials
598,Sustainable finance
598,Wars and conflicts in the world
598,Labour conditions for suppliers / in the value chain abroad
598,Diversity
598,anti-racism & inclusive societies
598,Gender equality & feminism
598,Human rights
598,poverty and hunger in the world
598,Polarisation of opinions in society
598,Public health & well-being - people's physical and mental health / ill-health
598,Democracy
598,Safe societies
599,Circular economy - recycling & reuse of materials
599,Sustainable agriculture & food production
599,Wars and conflicts in the world
599,Animal health & welfare
599,Human rights
599,poverty and hunger in the world
599,The country's economy
599,Safe societies
600,Biodiversity - animals
600,plants & ecosystems
600,Air & water pollution
600,Circular economy - recycling & reuse of materials
600,Sustainable transport
600,Energy issues / energy efficiency
600,Sustainable agriculture & food production
600,Wars and conflicts in the world
600,Public health & well-being - people's physical and mental health / ill-health
600,The country's economy
601,Biodiversity - animals
601,plants & ecosystems
601,Air & water pollution
601,Labour conditions and opportunities in Sweden
601,Animal health & welfare
601,Public health & well-being - people's physical and mental health / ill-health
602,Climate change
602,Biodiversity - animals
602,plants & ecosystems
602,Labour conditions and opportunities in Sweden
602,Circular economy - recycling & reuse of materials
602,Energy issues / energy efficiency
602,Sustainable agriculture & food production
602,Wars and conflicts in the world
602,Labour conditions for suppliers / in the value chain abroad
602,Ethical issues (e.g. corruption)
602,Public health & well-being - people's physical and mental health / ill-health
602,The country's economy
602,Safe societies
603,Animal health & welfare
603,Gender equality & feminism
603,Polarisation of opinions in society
603,Public health & well-being - people's physical and mental health / ill-health
604,Climate change
604,Biodiversity - animals
604,plants & ecosystems
604,Labour conditions and opportunities in Sweden
604,Circular economy - recycling & reuse of materials
604,Sustainable transport
604,Energy issues / energy efficiency
604,Sustainable finance
604,Sustainable agriculture & food production
604,Wars and conflicts in the world
604,Labour conditions for suppliers / in the value chain abroad
604,Ethical issues (e.g. corruption)
604,Gender equality & feminism
604,Polarisation of opinions in society
604,Democracy
605,Climate change
605,Circular economy - recycling & reuse of materials
605,Sustainable transport
605,Energy issues / energy efficiency
605,Wars and conflicts in the world
605,Charitable giving
605,Human rights
605,poverty and hunger in the world
605,Polarisation of opinions in society
605,Public health & well-being - people's physical and mental health / ill-health
605,The country's economy
605,Democracy
605,Safe societies
606,Biodiversity - animals
606,plants & ecosystems
606,Diversity
606,anti-racism & inclusive societies
606,Human rights
606,poverty and hunger in the world
606,Public health & well-being - people's physical and mental health / ill-health
607,Sustainable transport
608,Circular economy - recycling & reuse of materials
608,Wars and conflicts in the world
608,Diversity
608,anti-racism & inclusive societies
608,Human rights
608,poverty and hunger in the world
609,Climate change
609,Air & water pollution
609,Wars and conflicts in the world
609,Animal health & welfare
609,Human rights
609,poverty and hunger in the world
609,Democracy
610,Climate change
610,Biodiversity - animals
610,plants & ecosystems
610,Air & water pollution
610,Circular economy - recycling & reuse of materials
610,Sustainable transport
610,Energy issues / energy efficiency
610,Sustainable finance
610,Sustainable agriculture & food production
610,Wars and conflicts in the world
610,Ethical issues (e.g. corruption)
610,Human rights
610,poverty and hunger in the world
610,Polarisation of opinions in society
610,Public health & well-being - people's physical and mental health / ill-health
610,The country's economy
