respondent_id,brand,perception_type,perception
461,Best Western,social,4. Fairly good responsibility
462,Best Western,social,5. Very good responsibility
466,Best Western,social,Don´t know
467,Best Western,social,Don´t know
468,Best Western,social,5. Very good responsibility
473,Best Western,social,Don´t know
475,Best Western,social,Don´t know
477,Best Western,social,Don´t know
479,Best Western,social,Don´t know
482,Best Western,social,3. Neither good nor poor responsibility
483,Best Western,social,Don´t know
484,Best Western,social,4. Fairly good responsibility
489,Best Western,social,Don´t know
491,Best Western,social,5. Very good responsibility
495,Best Western,social,4. Fairly good responsibility
496,Best Western,social,Don´t know
497,Best Western,social,5. Very good responsibility
499,Best Western,social,3. Neither good nor poor responsibility
502,Best Western,social,3. Neither good nor poor responsibility
505,Best Western,social,Don´t know
506,Best Western,social,4. Fairly good responsibility
509,Best Western,social,4. Fairly good responsibility
510,Best Western,social,3. Neither good nor poor responsibility
511,Best Western,social,Don´t know
512,Best Western,social,4. Fairly good responsibility
514,Best Western,social,3. Neither good nor poor responsibility
515,Best Western,social,Don´t know
516,Best Western,social,5. Very good responsibility
521,Best Western,social,3. Neither good nor poor responsibility
522,Best Western,social,Don´t know
523,Best Western,social,4. Fairly good responsibility
527,Best Western,social,3. Neither good nor poor responsibility
530,Best Western,social,Don´t know
536,Best Western,social,Don´t know
537,Best Western,social,3. Neither good nor poor responsibility
539,Best Western,social,Don´t know
540,Best Western,social,Don´t know
542,Best Western,social,Don´t know
543,Best Western,social,Don´t know
547,Best Western,social,3. Neither good nor poor responsibility
550,Best Western,social,Don´t know
551,Best Western,social,4. Fairly good responsibility
552,Best Western,social,4. Fairly good responsibility
556,Best Western,social,3. Neither good nor poor responsibility
558,Best Western,social,4. Fairly good responsibility
560,Best Western,social,Don´t know
561,Best Western,social,3. Neither good nor poor responsibility
563,Best Western,social,5. Very good responsibility
564,Best Western,social,Don´t know
565,Best Western,social,Don´t know
567,Best Western,social,Don´t know
570,Best Western,social,Don´t know
573,Best Western,social,5. Very good responsibility
577,Best Western,social,4. Fairly good responsibility
585,Best Western,social,3. Neither good nor poor responsibility
586,Best Western,social,Don´t know
588,Best Western,social,Don´t know
591,Best Western,social,4. Fairly good responsibility
593,Best Western,social,3. Neither good nor poor responsibility
594,Best Western,social,Don´t know
600,Best Western,social,Don´t know
601,Best Western,social,Don´t know
606,Best Western,social,Don´t know
609,Best Western,social,Don´t know
616,Best Western,social,3. Neither good nor poor responsibility
617,Best Western,social,Don´t know
618,Best Western,social,Don´t know
620,Best Western,social,Don´t know
622,Best Western,social,Don´t know
624,Best Western,social,Don´t know
626,Best Western,social,Don´t know
632,Best Western,social,Don´t know
638,Best Western,social,4. Fairly good responsibility
643,Best Western,social,Don´t know
646,Best Western,social,Don´t know
648,Best Western,social,3. Neither good nor poor responsibility
1,Clarion Collection,social,Don´t know
3,Clarion Collection,social,Don´t know
5,Clarion Collection,social,4. Fairly good responsibility
7,Clarion Collection,social,Don´t know
8,Clarion Collection,social,5. Very good responsibility
13,Clarion Collection,social,Don´t know
14,Clarion Collection,social,4. Fairly good responsibility
16,Clarion Collection,social,Don´t know
18,Clarion Collection,social,Don´t know
20,Clarion Collection,social,4. Fairly good responsibility
24,Clarion Collection,social,Don´t know
25,Clarion Collection,social,5. Very good responsibility
26,Clarion Collection,social,4. Fairly good responsibility
29,Clarion Collection,social,5. Very good responsibility
34,Clarion Collection,social,3. Neither good nor poor responsibility
42,Clarion Collection,social,4. Fairly good responsibility
46,Clarion Collection,social,4. Fairly good responsibility
51,Clarion Collection,social,3. Neither good nor poor responsibility
54,Clarion Collection,social,4. Fairly good responsibility
58,Clarion Collection,social,Don´t know
68,Clarion Collection,social,Don´t know
77,Clarion Collection,social,4. Fairly good responsibility
80,Clarion Collection,social,Don´t know
85,Clarion Collection,social,Don´t know
86,Clarion Collection,social,3. Neither good nor poor responsibility
88,Clarion Collection,social,3. Neither good nor poor responsibility
92,Clarion Collection,social,5. Very good responsibility
96,Clarion Collection,social,Don´t know
97,Clarion Collection,social,Don´t know
101,Clarion Collection,social,4. Fairly good responsibility
106,Clarion Collection,social,5. Very good responsibility
107,Clarion Collection,social,4. Fairly good responsibility
108,Clarion Collection,social,4. Fairly good responsibility
115,Clarion Collection,social,4. Fairly good responsibility
116,Clarion Collection,social,Don´t know
120,Clarion Collection,social,4. Fairly good responsibility
121,Clarion Collection,social,Don´t know
123,Clarion Collection,social,3. Neither good nor poor responsibility
127,Clarion Collection,social,5. Very good responsibility
128,Clarion Collection,social,3. Neither good nor poor responsibility
130,Clarion Collection,social,5. Very good responsibility
132,Clarion Collection,social,4. Fairly good responsibility
133,Clarion Collection,social,4. Fairly good responsibility
135,Clarion Collection,social,3. Neither good nor poor responsibility
137,Clarion Collection,social,Don´t know
142,Clarion Collection,social,4. Fairly good responsibility
143,Clarion Collection,social,Don´t know
146,Clarion Collection,social,Don´t know
147,Clarion Collection,social,4. Fairly good responsibility
148,Clarion Collection,social,5. Very good responsibility
150,Clarion Collection,social,5. Very good responsibility
152,Clarion Collection,social,3. Neither good nor poor responsibility
159,Clarion Collection,social,Don´t know
160,Clarion Collection,social,3. Neither good nor poor responsibility
161,Clarion Collection,social,3. Neither good nor poor responsibility
162,Clarion Collection,social,Don´t know
165,Clarion Collection,social,4. Fairly good responsibility
167,Clarion Collection,social,Don´t know
170,Clarion Collection,social,4. Fairly good responsibility
172,Clarion Collection,social,Don´t know
173,Clarion Collection,social,Don´t know
174,Clarion Collection,social,4. Fairly good responsibility
177,Clarion Collection,social,5. Very good responsibility
182,Clarion Collection,social,3. Neither good nor poor responsibility
184,Clarion Collection,social,5. Very good responsibility
185,Clarion Collection,social,5. Very good responsibility
186,Clarion Collection,social,4. Fairly good responsibility
187,Clarion Collection,social,Don´t know
188,Clarion Collection,social,Don´t know
193,Clarion Collection,social,Don´t know
194,Clarion Collection,social,4. Fairly good responsibility
195,Clarion Collection,social,5. Very good responsibility
196,Clarion Collection,social,Don´t know
199,Clarion Collection,social,3. Neither good nor poor responsibility
203,Clarion Collection,social,4. Fairly good responsibility
208,Clarion Collection,social,Don´t know
209,Clarion Collection,social,5. Very good responsibility
210,Clarion Collection,social,5. Very good responsibility
211,Clarion Collection,social,5. Very good responsibility
214,Clarion Collection,social,Don´t know
215,Clarion Collection,social,Don´t know
217,Clarion Collection,social,3. Neither good nor poor responsibility
226,Clarion Collection,social,4. Fairly good responsibility
230,Clarion Collection,social,Don´t know
231,Clarion Collection,social,Don´t know
233,Clarion Collection,social,5. Very good responsibility
236,Clarion Collection,social,5. Very good responsibility
237,Clarion Collection,social,5. Very good responsibility
238,Clarion Collection,social,4. Fairly good responsibility
240,Clarion Collection,social,Don´t know
241,Clarion Collection,social,3. Neither good nor poor responsibility
243,Clarion Collection,social,Don´t know
247,Clarion Collection,social,5. Very good responsibility
251,Clarion Collection,social,Don´t know
252,Clarion Collection,social,4. Fairly good responsibility
253,Clarion Collection,social,4. Fairly good responsibility
255,Clarion Collection,social,Don´t know
256,Clarion Collection,social,Don´t know
258,Clarion Collection,social,Don´t know
264,Clarion Collection,social,Don´t know
266,Clarion Collection,social,Don´t know
268,Clarion Collection,social,5. Very good responsibility
270,Clarion Collection,social,Don´t know
271,Clarion Collection,social,4. Fairly good responsibility
274,Clarion Collection,social,Don´t know
279,Clarion Collection,social,5. Very good responsibility
280,Clarion Collection,social,4. Fairly good responsibility
281,Clarion Collection,social,5. Very good responsibility
282,Clarion Collection,social,Don´t know
283,Clarion Collection,social,Don´t know
284,Clarion Collection,social,4. Fairly good responsibility
286,Clarion Collection,social,3. Neither good nor poor responsibility
287,Clarion Collection,social,5. Very good responsibility
289,Clarion Collection,social,3. Neither good nor poor responsibility
290,Clarion Collection,social,4. Fairly good responsibility
292,Clarion Collection,social,Don´t know
295,Clarion Collection,social,Don´t know
297,Clarion Collection,social,3. Neither good nor poor responsibility
300,Clarion Collection,social,Don´t know
304,Clarion Collection,social,3. Neither good nor poor responsibility
306,Clarion Collection,social,Don´t know
308,Clarion Collection,social,3. Neither good nor poor responsibility
311,Clarion Collection,social,4. Fairly good responsibility
314,Clarion Collection,social,Don´t know
315,Clarion Collection,social,3. Neither good nor poor responsibility
323,Clarion Collection,social,Don´t know
329,Clarion Collection,social,4. Fairly good responsibility
330,Clarion Collection,social,Don´t know
336,Clarion Collection,social,Don´t know
337,Clarion Collection,social,Don´t know
339,Clarion Collection,social,4. Fairly good responsibility
342,Clarion Collection,social,Don´t know
346,Clarion Collection,social,4. Fairly good responsibility
348,Clarion Collection,social,Don´t know
350,Clarion Collection,social,Don´t know
352,Clarion Collection,social,5. Very good responsibility
353,Clarion Collection,social,Don´t know
359,Clarion Collection,social,Don´t know
362,Clarion Collection,social,4. Fairly good responsibility
363,Clarion Collection,social,5. Very good responsibility
365,Clarion Collection,social,4. Fairly good responsibility
369,Clarion Collection,social,Don´t know
371,Clarion Collection,social,Don´t know
377,Clarion Collection,social,5. Very good responsibility
378,Clarion Collection,social,5. Very good responsibility
380,Clarion Collection,social,4. Fairly good responsibility
381,Clarion Collection,social,4. Fairly good responsibility
384,Clarion Collection,social,Don´t know
390,Clarion Collection,social,4. Fairly good responsibility
391,Clarion Collection,social,4. Fairly good responsibility
395,Clarion Collection,social,4. Fairly good responsibility
396,Clarion Collection,social,4. Fairly good responsibility
399,Clarion Collection,social,5. Very good responsibility
400,Clarion Collection,social,Don´t know
401,Clarion Collection,social,Don´t know
404,Clarion Collection,social,Don´t know
405,Clarion Collection,social,4. Fairly good responsibility
406,Clarion Collection,social,5. Very good responsibility
413,Clarion Collection,social,4. Fairly good responsibility
414,Clarion Collection,social,5. Very good responsibility
427,Clarion Collection,social,3. Neither good nor poor responsibility
429,Clarion Collection,social,4. Fairly good responsibility
430,Clarion Collection,social,Don´t know
431,Clarion Collection,social,Don´t know
436,Clarion Collection,social,3. Neither good nor poor responsibility
437,Clarion Collection,social,3. Neither good nor poor responsibility
438,Clarion Collection,social,Don´t know
440,Clarion Collection,social,Don´t know
446,Clarion Collection,social,3. Neither good nor poor responsibility
448,Clarion Collection,social,Don´t know
451,Clarion Collection,social,Don´t know
453,Clarion Collection,social,Don´t know
455,Clarion Collection,social,4. Fairly good responsibility
457,Clarion Collection,social,5. Very good responsibility
461,Clarion Collection,social,4. Fairly good responsibility
462,Clarion Collection,social,3. Neither good nor poor responsibility
466,Clarion Collection,social,4. Fairly good responsibility
467,Clarion Collection,social,4. Fairly good responsibility
468,Clarion Collection,social,Don´t know
473,Clarion Collection,social,3. Neither good nor poor responsibility
475,Clarion Collection,social,5. Very good responsibility
477,Clarion Collection,social,Don´t know
479,Clarion Collection,social,Don´t know
482,Clarion Collection,social,3. Neither good nor poor responsibility
483,Clarion Collection,social,4. Fairly good responsibility
484,Clarion Collection,social,4. Fairly good responsibility
489,Clarion Collection,social,4. Fairly good responsibility
491,Clarion Collection,social,5. Very good responsibility
495,Clarion Collection,social,4. Fairly good responsibility
496,Clarion Collection,social,Don´t know
499,Clarion Collection,social,5. Very good responsibility
502,Clarion Collection,social,3. Neither good nor poor responsibility
505,Clarion Collection,social,Don´t know
506,Clarion Collection,social,4. Fairly good responsibility
509,Clarion Collection,social,5. Very good responsibility
510,Clarion Collection,social,3. Neither good nor poor responsibility
511,Clarion Collection,social,Don´t know
512,Clarion Collection,social,4. Fairly good responsibility
514,Clarion Collection,social,5. Very good responsibility
515,Clarion Collection,social,Don´t know
516,Clarion Collection,social,4. Fairly good responsibility
521,Clarion Collection,social,4. Fairly good responsibility
522,Clarion Collection,social,Don´t know
523,Clarion Collection,social,4. Fairly good responsibility
527,Clarion Collection,social,4. Fairly good responsibility
530,Clarion Collection,social,Don´t know
536,Clarion Collection,social,Don´t know
537,Clarion Collection,social,4. Fairly good responsibility
539,Clarion Collection,social,Don´t know
540,Clarion Collection,social,Don´t know
542,Clarion Collection,social,4. Fairly good responsibility
543,Clarion Collection,social,Don´t know
547,Clarion Collection,social,4. Fairly good responsibility
550,Clarion Collection,social,5. Very good responsibility
551,Clarion Collection,social,4. Fairly good responsibility
552,Clarion Collection,social,4. Fairly good responsibility
554,Clarion Collection,social,4. Fairly good responsibility
556,Clarion Collection,social,3. Neither good nor poor responsibility
558,Clarion Collection,social,4. Fairly good responsibility
560,Clarion Collection,social,Don´t know
561,Clarion Collection,social,4. Fairly good responsibility
563,Clarion Collection,social,Don´t know
564,Clarion Collection,social,Don´t know
565,Clarion Collection,social,4. Fairly good responsibility
567,Clarion Collection,social,Don´t know
570,Clarion Collection,social,3. Neither good nor poor responsibility
571,Clarion Collection,social,4. Fairly good responsibility
572,Clarion Collection,social,Don´t know
573,Clarion Collection,social,5. Very good responsibility
577,Clarion Collection,social,5. Very good responsibility
585,Clarion Collection,social,4. Fairly good responsibility
586,Clarion Collection,social,4. Fairly good responsibility
588,Clarion Collection,social,Don´t know
591,Clarion Collection,social,4. Fairly good responsibility
593,Clarion Collection,social,3. Neither good nor poor responsibility
594,Clarion Collection,social,4. Fairly good responsibility
600,Clarion Collection,social,Don´t know
601,Clarion Collection,social,3. Neither good nor poor responsibility
606,Clarion Collection,social,Don´t know
608,Clarion Collection,social,Don´t know
609,Clarion Collection,social,Don´t know
616,Clarion Collection,social,3. Neither good nor poor responsibility
617,Clarion Collection,social,5. Very good responsibility
618,Clarion Collection,social,5. Very good responsibility
620,Clarion Collection,social,Don´t know
622,Clarion Collection,social,5. Very good responsibility
624,Clarion Collection,social,4. Fairly good responsibility
626,Clarion Collection,social,Don´t know
632,Clarion Collection,social,5. Very good responsibility
638,Clarion Collection,social,4. Fairly good responsibility
643,Clarion Collection,social,Don´t know
646,Clarion Collection,social,Don´t know
648,Clarion Collection,social,4. Fairly good responsibility
1,First Hotels,social,3. Neither good nor poor responsibility
3,First Hotels,social,Don´t know
5,First Hotels,social,Don´t know
7,First Hotels,social,Don´t know
8,First Hotels,social,4. Fairly good responsibility
14,First Hotels,social,Don´t know
16,First Hotels,social,Don´t know
18,First Hotels,social,Don´t know
20,First Hotels,social,3. Neither good nor poor responsibility
24,First Hotels,social,Don´t know
26,First Hotels,social,Don´t know
29,First Hotels,social,4. Fairly good responsibility
34,First Hotels,social,3. Neither good nor poor responsibility
42,First Hotels,social,Don´t know
46,First Hotels,social,Don´t know
51,First Hotels,social,3. Neither good nor poor responsibility
68,First Hotels,social,Don´t know
74,First Hotels,social,3. Neither good nor poor responsibility
77,First Hotels,social,4. Fairly good responsibility
80,First Hotels,social,Don´t know
85,First Hotels,social,Don´t know
86,First Hotels,social,3. Neither good nor poor responsibility
92,First Hotels,social,3. Neither good nor poor responsibility
96,First Hotels,social,Don´t know
97,First Hotels,social,Don´t know
101,First Hotels,social,Don´t know
106,First Hotels,social,3. Neither good nor poor responsibility
107,First Hotels,social,3. Neither good nor poor responsibility
108,First Hotels,social,3. Neither good nor poor responsibility
115,First Hotels,social,Don´t know
116,First Hotels,social,Don´t know
120,First Hotels,social,Don´t know
127,First Hotels,social,5. Very good responsibility
128,First Hotels,social,3. Neither good nor poor responsibility
130,First Hotels,social,Don´t know
132,First Hotels,social,Don´t know
133,First Hotels,social,4. Fairly good responsibility
137,First Hotels,social,Don´t know
142,First Hotels,social,4. Fairly good responsibility
143,First Hotels,social,Don´t know
146,First Hotels,social,Don´t know
147,First Hotels,social,4. Fairly good responsibility
148,First Hotels,social,Don´t know
150,First Hotels,social,Don´t know
152,First Hotels,social,3. Neither good nor poor responsibility
159,First Hotels,social,Don´t know
160,First Hotels,social,3. Neither good nor poor responsibility
161,First Hotels,social,3. Neither good nor poor responsibility
162,First Hotels,social,Don´t know
165,First Hotels,social,4. Fairly good responsibility
167,First Hotels,social,Don´t know
170,First Hotels,social,3. Neither good nor poor responsibility
172,First Hotels,social,Don´t know
173,First Hotels,social,Don´t know
174,First Hotels,social,Don´t know
182,First Hotels,social,3. Neither good nor poor responsibility
185,First Hotels,social,Don´t know
186,First Hotels,social,4. Fairly good responsibility
187,First Hotels,social,Don´t know
188,First Hotels,social,3. Neither good nor poor responsibility
189,First Hotels,social,Don´t know
193,First Hotels,social,Don´t know
194,First Hotels,social,Don´t know
195,First Hotels,social,4. Fairly good responsibility
196,First Hotels,social,Don´t know
199,First Hotels,social,3. Neither good nor poor responsibility
203,First Hotels,social,4. Fairly good responsibility
208,First Hotels,social,Don´t know
209,First Hotels,social,3. Neither good nor poor responsibility
210,First Hotels,social,Don´t know
211,First Hotels,social,4. Fairly good responsibility
214,First Hotels,social,Don´t know
215,First Hotels,social,Don´t know
226,First Hotels,social,3. Neither good nor poor responsibility
227,First Hotels,social,Don´t know
231,First Hotels,social,Don´t know
233,First Hotels,social,Don´t know
236,First Hotels,social,5. Very good responsibility
237,First Hotels,social,3. Neither good nor poor responsibility
238,First Hotels,social,Don´t know
240,First Hotels,social,Don´t know
241,First Hotels,social,Don´t know
243,First Hotels,social,Don´t know
247,First Hotels,social,3. Neither good nor poor responsibility
251,First Hotels,social,Don´t know
252,First Hotels,social,4. Fairly good responsibility
253,First Hotels,social,Don´t know
255,First Hotels,social,Don´t know
256,First Hotels,social,Don´t know
264,First Hotels,social,Don´t know
266,First Hotels,social,Don´t know
268,First Hotels,social,4. Fairly good responsibility
270,First Hotels,social,Don´t know
271,First Hotels,social,4. Fairly good responsibility
274,First Hotels,social,Don´t know
279,First Hotels,social,4. Fairly good responsibility
280,First Hotels,social,4. Fairly good responsibility
281,First Hotels,social,Don´t know
283,First Hotels,social,Don´t know
284,First Hotels,social,3. Neither good nor poor responsibility
286,First Hotels,social,4. Fairly good responsibility
287,First Hotels,social,4. Fairly good responsibility
289,First Hotels,social,2. Fairly poor responsibility
292,First Hotels,social,Don´t know
295,First Hotels,social,Don´t know
297,First Hotels,social,Don´t know
300,First Hotels,social,Don´t know
304,First Hotels,social,3. Neither good nor poor responsibility
306,First Hotels,social,Don´t know
308,First Hotels,social,Don´t know
311,First Hotels,social,4. Fairly good responsibility
314,First Hotels,social,Don´t know
315,First Hotels,social,3. Neither good nor poor responsibility
323,First Hotels,social,Don´t know
329,First Hotels,social,4. Fairly good responsibility
336,First Hotels,social,Don´t know
337,First Hotels,social,Don´t know
339,First Hotels,social,4. Fairly good responsibility
342,First Hotels,social,Don´t know
346,First Hotels,social,Don´t know
348,First Hotels,social,Don´t know
350,First Hotels,social,Don´t know
352,First Hotels,social,4. Fairly good responsibility
359,First Hotels,social,Don´t know
362,First Hotels,social,Don´t know
363,First Hotels,social,Don´t know
365,First Hotels,social,4. Fairly good responsibility
369,First Hotels,social,Don´t know
371,First Hotels,social,Don´t know
377,First Hotels,social,Don´t know
378,First Hotels,social,3. Neither good nor poor responsibility
380,First Hotels,social,4. Fairly good responsibility
381,First Hotels,social,3. Neither good nor poor responsibility
384,First Hotels,social,Don´t know
391,First Hotels,social,3. Neither good nor poor responsibility
395,First Hotels,social,3. Neither good nor poor responsibility
396,First Hotels,social,Don´t know
399,First Hotels,social,5. Very good responsibility
400,First Hotels,social,Don´t know
401,First Hotels,social,Don´t know
404,First Hotels,social,Don´t know
405,First Hotels,social,3. Neither good nor poor responsibility
413,First Hotels,social,4. Fairly good responsibility
414,First Hotels,social,5. Very good responsibility
427,First Hotels,social,3. Neither good nor poor responsibility
429,First Hotels,social,4. Fairly good responsibility
430,First Hotels,social,Don´t know
431,First Hotels,social,Don´t know
436,First Hotels,social,3. Neither good nor poor responsibility
437,First Hotels,social,3. Neither good nor poor responsibility
438,First Hotels,social,Don´t know
440,First Hotels,social,Don´t know
446,First Hotels,social,3. Neither good nor poor responsibility
451,First Hotels,social,Don´t know
453,First Hotels,social,Don´t know
457,First Hotels,social,Don´t know
461,First Hotels,social,4. Fairly good responsibility
462,First Hotels,social,3. Neither good nor poor responsibility
466,First Hotels,social,Don´t know
467,First Hotels,social,4. Fairly good responsibility
468,First Hotels,social,5. Very good responsibility
475,First Hotels,social,4. Fairly good responsibility
477,First Hotels,social,Don´t know
482,First Hotels,social,3. Neither good nor poor responsibility
483,First Hotels,social,Don´t know
484,First Hotels,social,4. Fairly good responsibility
489,First Hotels,social,Don´t know
491,First Hotels,social,5. Very good responsibility
495,First Hotels,social,3. Neither good nor poor responsibility
496,First Hotels,social,Don´t know
497,First Hotels,social,4. Fairly good responsibility
499,First Hotels,social,3. Neither good nor poor responsibility
502,First Hotels,social,3. Neither good nor poor responsibility
505,First Hotels,social,Don´t know
506,First Hotels,social,4. Fairly good responsibility
509,First Hotels,social,4. Fairly good responsibility
510,First Hotels,social,3. Neither good nor poor responsibility
511,First Hotels,social,Don´t know
512,First Hotels,social,4. Fairly good responsibility
514,First Hotels,social,3. Neither good nor poor responsibility
515,First Hotels,social,Don´t know
516,First Hotels,social,4. Fairly good responsibility
521,First Hotels,social,2. Fairly poor responsibility
522,First Hotels,social,Don´t know
523,First Hotels,social,3. Neither good nor poor responsibility
527,First Hotels,social,3. Neither good nor poor responsibility
530,First Hotels,social,Don´t know
536,First Hotels,social,Don´t know
537,First Hotels,social,3. Neither good nor poor responsibility
539,First Hotels,social,Don´t know
540,First Hotels,social,Don´t know
542,First Hotels,social,3. Neither good nor poor responsibility
543,First Hotels,social,Don´t know
547,First Hotels,social,3. Neither good nor poor responsibility
550,First Hotels,social,Don´t know
551,First Hotels,social,Don´t know
552,First Hotels,social,4. Fairly good responsibility
554,First Hotels,social,4. Fairly good responsibility
556,First Hotels,social,3. Neither good nor poor responsibility
558,First Hotels,social,4. Fairly good responsibility
560,First Hotels,social,Don´t know
561,First Hotels,social,2. Fairly poor responsibility
565,First Hotels,social,Don´t know
567,First Hotels,social,Don´t know
570,First Hotels,social,Don´t know
571,First Hotels,social,4. Fairly good responsibility
572,First Hotels,social,4. Fairly good responsibility
573,First Hotels,social,5. Very good responsibility
577,First Hotels,social,3. Neither good nor poor responsibility
585,First Hotels,social,4. Fairly good responsibility
586,First Hotels,social,Don´t know
588,First Hotels,social,Don´t know
591,First Hotels,social,4. Fairly good responsibility
593,First Hotels,social,3. Neither good nor poor responsibility
600,First Hotels,social,Don´t know
601,First Hotels,social,Don´t know
606,First Hotels,social,Don´t know
608,First Hotels,social,Don´t know
609,First Hotels,social,Don´t know
616,First Hotels,social,3. Neither good nor poor responsibility
617,First Hotels,social,Don´t know
620,First Hotels,social,Don´t know
622,First Hotels,social,Don´t know
624,First Hotels,social,4. Fairly good responsibility
626,First Hotels,social,Don´t know
638,First Hotels,social,4. Fairly good responsibility
643,First Hotels,social,Don´t know
648,First Hotels,social,4. Fairly good responsibility
1,GoodMorning Hotels,social,Don´t know
3,GoodMorning Hotels,social,Don´t know
5,GoodMorning Hotels,social,Don´t know
7,GoodMorning Hotels,social,Don´t know
8,GoodMorning Hotels,social,2. Fairly poor responsibility
14,GoodMorning Hotels,social,Don´t know
16,GoodMorning Hotels,social,Don´t know
20,GoodMorning Hotels,social,2. Fairly poor responsibility
26,GoodMorning Hotels,social,4. Fairly good responsibility
29,GoodMorning Hotels,social,3. Neither good nor poor responsibility
34,GoodMorning Hotels,social,3. Neither good nor poor responsibility
42,GoodMorning Hotels,social,Don´t know
46,GoodMorning Hotels,social,Don´t know
51,GoodMorning Hotels,social,Don´t know
68,GoodMorning Hotels,social,Don´t know
74,GoodMorning Hotels,social,3. Neither good nor poor responsibility
80,GoodMorning Hotels,social,Don´t know
85,GoodMorning Hotels,social,Don´t know
86,GoodMorning Hotels,social,3. Neither good nor poor responsibility
88,GoodMorning Hotels,social,3. Neither good nor poor responsibility
92,GoodMorning Hotels,social,4. Fairly good responsibility
96,GoodMorning Hotels,social,Don´t know
106,GoodMorning Hotels,social,5. Very good responsibility
107,GoodMorning Hotels,social,4. Fairly good responsibility
108,GoodMorning Hotels,social,Don´t know
115,GoodMorning Hotels,social,Don´t know
120,GoodMorning Hotels,social,Don´t know
127,GoodMorning Hotels,social,4. Fairly good responsibility
128,GoodMorning Hotels,social,3. Neither good nor poor responsibility
132,GoodMorning Hotels,social,Don´t know
133,GoodMorning Hotels,social,4. Fairly good responsibility
142,GoodMorning Hotels,social,2. Fairly poor responsibility
143,GoodMorning Hotels,social,Don´t know
150,GoodMorning Hotels,social,Don´t know
152,GoodMorning Hotels,social,3. Neither good nor poor responsibility
159,GoodMorning Hotels,social,Don´t know
160,GoodMorning Hotels,social,3. Neither good nor poor responsibility
161,GoodMorning Hotels,social,Don´t know
165,GoodMorning Hotels,social,4. Fairly good responsibility
170,GoodMorning Hotels,social,3. Neither good nor poor responsibility
173,GoodMorning Hotels,social,Don´t know
182,GoodMorning Hotels,social,3. Neither good nor poor responsibility
186,GoodMorning Hotels,social,4. Fairly good responsibility
187,GoodMorning Hotels,social,Don´t know
188,GoodMorning Hotels,social,Don´t know
193,GoodMorning Hotels,social,Don´t know
194,GoodMorning Hotels,social,Don´t know
195,GoodMorning Hotels,social,4. Fairly good responsibility
196,GoodMorning Hotels,social,Don´t know
197,GoodMorning Hotels,social,4. Fairly good responsibility
199,GoodMorning Hotels,social,3. Neither good nor poor responsibility
203,GoodMorning Hotels,social,2. Fairly poor responsibility
208,GoodMorning Hotels,social,Don´t know
209,GoodMorning Hotels,social,3. Neither good nor poor responsibility
210,GoodMorning Hotels,social,Don´t know
211,GoodMorning Hotels,social,5. Very good responsibility
215,GoodMorning Hotels,social,Don´t know
217,GoodMorning Hotels,social,Don´t know
231,GoodMorning Hotels,social,Don´t know
236,GoodMorning Hotels,social,2. Fairly poor responsibility
237,GoodMorning Hotels,social,2. Fairly poor responsibility
241,GoodMorning Hotels,social,Don´t know
243,GoodMorning Hotels,social,Don´t know
247,GoodMorning Hotels,social,3. Neither good nor poor responsibility
251,GoodMorning Hotels,social,Don´t know
252,GoodMorning Hotels,social,3. Neither good nor poor responsibility
255,GoodMorning Hotels,social,Don´t know
256,GoodMorning Hotels,social,Don´t know
266,GoodMorning Hotels,social,Don´t know
268,GoodMorning Hotels,social,4. Fairly good responsibility
270,GoodMorning Hotels,social,Don´t know
271,GoodMorning Hotels,social,4. Fairly good responsibility
274,GoodMorning Hotels,social,Don´t know
279,GoodMorning Hotels,social,4. Fairly good responsibility
280,GoodMorning Hotels,social,3. Neither good nor poor responsibility
281,GoodMorning Hotels,social,Don´t know
282,GoodMorning Hotels,social,Don´t know
283,GoodMorning Hotels,social,Don´t know
284,GoodMorning Hotels,social,4. Fairly good responsibility
286,GoodMorning Hotels,social,Don´t know
292,GoodMorning Hotels,social,Don´t know
295,GoodMorning Hotels,social,Don´t know
297,GoodMorning Hotels,social,4. Fairly good responsibility
300,GoodMorning Hotels,social,Don´t know
311,GoodMorning Hotels,social,4. Fairly good responsibility
314,GoodMorning Hotels,social,Don´t know
315,GoodMorning Hotels,social,3. Neither good nor poor responsibility
329,GoodMorning Hotels,social,Don´t know
336,GoodMorning Hotels,social,Don´t know
339,GoodMorning Hotels,social,Don´t know
346,GoodMorning Hotels,social,Don´t know
350,GoodMorning Hotels,social,Don´t know
352,GoodMorning Hotels,social,Don´t know
359,GoodMorning Hotels,social,Don´t know
362,GoodMorning Hotels,social,Don´t know
363,GoodMorning Hotels,social,Don´t know
365,GoodMorning Hotels,social,4. Fairly good responsibility
377,GoodMorning Hotels,social,Don´t know
378,GoodMorning Hotels,social,3. Neither good nor poor responsibility
380,GoodMorning Hotels,social,4. Fairly good responsibility
395,GoodMorning Hotels,social,2. Fairly poor responsibility
396,GoodMorning Hotels,social,Don´t know
399,GoodMorning Hotels,social,3. Neither good nor poor responsibility
404,GoodMorning Hotels,social,Don´t know
405,GoodMorning Hotels,social,3. Neither good nor poor responsibility
406,GoodMorning Hotels,social,Don´t know
413,GoodMorning Hotels,social,4. Fairly good responsibility
427,GoodMorning Hotels,social,3. Neither good nor poor responsibility
429,GoodMorning Hotels,social,Don´t know
430,GoodMorning Hotels,social,Don´t know
431,GoodMorning Hotels,social,Don´t know
